keep,public_any,pct_data_public,var_name,var_label,var_def,domain,subdomain,dataset_instance,n_data_pts_public,n_data_pts_private,n_data_pts_total,intermediate_metadata
1,no,0%,BECPCTPERMWATER,Percent area covered by permanent water bodies,"Percent area covered by permanent water bodies (present in all months in a year) of a geographic unit in a year. Example of use: Völker & Kistemann, 2011",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,1118720,1118720,"Pending final cdbk review, default to not public"
1,no,0%,BECPCTSEASONWATER,Percent area covered by seasonal water bodies,"Percent area covered by seasonal water bodies (present in some months in a year) of a geographic unit in a year. Example of use: Volker & Kistemann, 2011",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,1118720,1118720,"Pending final cdbk review, default to not public"
1,no,0%,BECPCTURBAN,Percentage of urban area,"Total urban area divided by the total area of the geographic unit, and multiplied by 100. Ranges from 0 to 100. (Currently available for L1AD, L1UX, L1XS and L2 units). Interpretation: Large value indicates a higher level of urbanization of the geographic unit. For applications, see Irwin & Bockstael (2007).",Physical and Natural Environment,Urban Landscape,BEC_v1.0,0,2549,2549,"Pending final cdbk review, default to not public"
0,no,0%,BECPCTWATERAREA,total area for calculating percentage of blue space,total area in hectares for calculating percentage of blue space (denominator),Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,56432,56432,"Pending final cdbk review, default to not public"
1,no,0%,BECPERCAPCO2,Per capita carbon footprint.,"Per capita carbon (CO2) footprint of a geography. Examples of use: Moran (2018). Interpretation: total and per capita carbon emission (carbon footprint) in a geography based on national or subnational carbon footprint, the geography’s population, purchasing power and expenditure patterns. Higher values indicate greater carbon emissions, which may indicate more emissions of co-pollutants (e.g. NOx, SOx) and anthropogenic heat. Examples of use in urban health: Moran (2018). To get per capita carbon footprint, we first derived gridded population counts by dividing GGMCF’s total carbon footprint by its per capita carbon footprint. We then calculated total population in a geography using area-weighted sum as described earlier. We finally calculated a geography’s capita carbon footprint by dividing the geography’s total carbon footprint by its total population. Unit for per capita carbon footprint is tCO2/person (BECPERCAPCO2LLLL).",Physical and Natural Environment,Carbon Footprint,BEC_v1.0,0,2548,2548,"Pending final cdbk review, default to not public"
0,no,0%,BECPOPCONC,Population concentration,"Gini coefficient of population in all urban patches inside the geographic boundary. Measures the evenness of the distribution of population in units of 100m x 100m grid cells. Ranges from 0 (uniform population) to 1 (highly concentrated population). Population is adjusted for United Nations' country-level population projections. (Currently available for L1AD, L1UX, L1XS and L2 units. Note: the values of Panama and Peru have been set to null because of the low goodness-of-fit for the Worldpop models for these countries. Refer to Appendix 1 for a brief introduction of Worldpop.). Interpretation: Measures how evenly distributed is the population over the urban area. A higher value indicates an uneven distribution. Using adjusted and unadjusted population will generate the same values. For applications, see McCarty & Kaza (2015).",Physical and Natural Environment,Urban Form Metrics,BEC_v1.0,0,2220,2220,"Pending final cdbk review, default to not public"
1,no,0%,BECPOPDENS,Population density,"The population data is calculated as described above (BECTPOPYYYYLLLL). The administrative boundaries are provided by the Data & Methods Core. The urban area corresponds to BECTUAREALLLL (described later on), based on Global Urban Footprint (GUF) for L1AD, L1UX and L1UXS, and based on GUF and Facebook’s Population Density Maps for L2s. For L3, we used administrative area (BECADAREAL3) due to the small size of L3 areas and potential over-/under-estimation of urban footprint. Special note for L3: due to the very small size of some L3 units and the potential need to aggregate adjacent L3s into create large units of analysis, we provide both the numerator (BECTPOPYYYYL3) and denominator (total L3 area, BECADAREAL3) in the dataset. For more details on this aggregation issue, see Appendix 11. Interpretation: A higher value indicates a denser urban development pattern. For applications, see Bento, Cropper, Mobarak, & Vinha (2005), Frank, Andresen, & Schmid (2004), Galster et al. (2001), Clark, Millet, & Marshall (2011), Saelens, Sallis, & Frank (2003).",Physical and Natural Environment,Urban Form Metrics,BEC_v1.0,0,91382,91382,"Pending final cdbk review, default to not public"
1,no,0%,BECPRSAERTRAM,Presence of aerial tram,"Measure of the existence of Aerial tram system. The aerial tramway is based on the principle of cableways in sightseeing tours in alpine resorts. The aerial tramway is a type or aerial lift which uses one or two stationary support ropes and a third moving rope to move a cabin through a defined path. Interpretation: A binary variable indicating 1 if an Aerial tram system exists in the city, 0 in the other case (applicable to L1_AD, and L2, depending on the country and in the future for selected L3 units).  Year of data: December 2017",Physical and Natural Environment,Transportation,BEC_v1.0,0,2549,2549,"Pending final cdbk review, default to not public"
1,no,0%,BECPRSBRT,Presence of a BRT,"Measure the existence of a BRT system. The Bus Rapid Transit is a bus-based public transport system designed to improve upon the capacity and reliability of a conventional bus system. A BRT system includes roadways specially designated as corridors for buses and stations for boarding. BRT aims to combine the capacity and speed of a metro and the flexibility and lower cost of a bus system. Year of data: September 2017. Interpretation: A binary variable indicating 1 if a BRT system exists in the city, 0 in the other case. (Applicable to L1_AD and L2 depending on the country and in the future for selected level 3 units). ",Physical and Natural Environment,Transportation,BEC_v1.0,0,2549,2549,"Pending final cdbk review, default to not public"
1,no,0%,BECPRSSUBWAY,Presence of subway,"Measure of the existence of Subway system. The mass rapid transit, also known as heavy rail, metro or subway, is a type of high-capacity public transport. The subway systems are compounds of electrical railways that operate on an exclusive right-of-way which is often separated in tunnels or elevated railways. Interpretation: A binary variable indicating 1 if a Subway system exists in the city, 0 in the other case (applicable to L1_AD, and L2, depending on the country and in the future for selected L3 units). ",Physical and Natural Environment,Transportation,BEC_v1.0,0,2549,2549,"Pending final cdbk review, default to not public"
1,no,0%,BECPTCHDENS,Patch density,"Number of urban patches divided by the total area of the geographic unit (in 100 hectares). (Currently available for L1AD, L1UX, L1XS and L2 units) For applications, see Irwin & Bockstael (2007). Interpretation: Higher patch density reflects fragmentation of urban expansion. For applications, see Irwin & Bockstael (2007).",Physical and Natural Environment,Urban Landscape,BEC_v1.0,0,2549,2549,"Pending final cdbk review, default to not public"
0,no,0%,BECSLOPEAVE,Average slope in geographic unit.,"Average slope (degrees) in geographic unit. Examples of use: Keskinen, Rantakokko, Suomi, Rantanen, & Portegijs (2018)",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,58979,58979,"Pending final cdbk review, default to not public"
0,no,0%,BECSLOPEMAX,Maximum slope in geographic unit.,"Maximum slope (degrees) in geographic unit. Examples of use: Keskinen, Rantakokko, Suomi, Rantanen, & Portegijs (2018). These measures are only for land areas, and we remove water bodies using a surface water product.  Interpretation: Summary statistics (maximum) of slope. Large value reflects more hilliness or more variations in hilliness. ",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,58979,58979,"Pending final cdbk review, default to not public"
0,no,0%,BECSLOPEMEDIAN,Median slope in geographic unit.,"Median slope (degrees) in geographic unit. Slope is measured in degrees. These measures are only for land areas, and we remove water bodies using a surface water product. These measures are available for L1AD, L1XS, L1UX, L2, and L3. Examples of use: Keskinen, Rantakokko, Suomi, Rantanen, & Portegijs (2018). Interpretation: Large value reflects more hilliness or more variations in hilliness. ",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,58979,58979,"Pending final cdbk review, default to not public"
0,no,0%,BECSLOPEMIN,Minimum slope in geographic unit.,"Minimum slope (degrees) in geographic unit. Slope is measured in degrees. These measures are only for land areas, and we remove water bodies using a surface water product. These measures are available for L1AD, L1XS, L1UX, L2, and L3. Interpretation: Large value reflects more hilliness or more variations in hilliness. ",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,58979,58979,"Pending final cdbk review, default to not public"
0,no,0%,BECSLOPEP25,25th percentile of slope in geographic unit.,"25th percentile of slope (degrees) in geographic unit. Slope is measured in degrees. These measures are only for land areas, and we remove water bodies using a surface water product. These measures are available for L1AD, L1XS, L1UX, L2, and L3. Interpretation: Large value reflects more hilliness or more variations in hilliness. For applications, see Keskinen, Rantakokko, Suomi, Rantanen, & Portegijs (2018). 
",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,58979,58979,"Pending final cdbk review, default to not public"
0,no,0%,BECSLOPEP75,75th percentile of slope in geographic unit.,"75th percentile of slope (degrees) in geographic unit. Slope is measured in degrees. These measures are only for land areas, and we remove water bodies using a surface water product. These measures are available for L1AD, L1XS, L1UX, L2, and L3. Examples of use: Keskinen, Rantakokko, Suomi, Rantanen, & Portegijs (2018).  Interpretation: Large value reflects more hilliness or more variations in hilliness.",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,58979,58979,"Pending final cdbk review, default to not public"
0,no,0%,BECSLOPESTD,Standard deviation of slope in geographic unit.,"Standard deviation of slope (degrees) in geographic unit. Slope is measured in degrees. These measures are only for land areas, and we remove water bodies using a surface water product. These measures are available for L1AD, L1XS, L1UX, L2, and L3. Examples of use: Keskinen, Rantakokko, Suomi, Rantanen, & Portegijs (2018). Interpretation: Large value reflects more hilliness or more variations in hilliness.",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,58979,58979,"Pending final cdbk review, default to not public"
1,no,0%,BECSTTP,Street design profiles,"Characterize the street design profiles designed by the finite mixture modelling approach. Interpretation: in the database the label of each profile is specified, and in the appendix section the description of each profile and a caption are provided. ",Physical and Natural Environment,Street Design,BEC_v1.0,0,370,370,"Pending final cdbk review, default to not public"
0,no,0%,BECSUBWAYLNGTH,Subway length,"Measure of the overall levels of subway supply. The mass rapid transit, also known as heavy rail, metro or subway, is a type of high-capacity public transport. The subway systems are compounds of electrical railways that operate on an exclusive right-of-way which is often separated in tunnels or elevated railways. Interpretation: The total length in km of Subway (applicable to L1_AD, and L2, depending on the country and in the future for selected L3 units). A unit with higher values has a bigger subway system. Year of data: December 2017",Physical and Natural Environment,Transportation,BEC_v1.0,0,2549,2549,"Pending final cdbk review, default to not public"
